Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Personal Data;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Contract;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Inform Supervisory Authority;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Finance;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
General Risk Identification & Assessment;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
IT;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Pricing;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Stakeholder Assessment;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Risk Summary & Approval;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Model Risk;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Third-Party Data Processing;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
Communication to Customers;True;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
End User Computing;False;riskjourneytool change3575.xlsm;Hypotheken/ILM/2025-01-23 ATLBTL campaigns upgrade je huis 2025;2025-04-29 13:13:56
