Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Personal Data;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Contract;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Inform Supervisory Authority;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Finance;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
General Risk Identification & Assessment;True;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
IT;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Pricing;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Stakeholder Assessment;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Risk Summary & Approval;True;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Model Risk;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Third-Party Data Processing;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
Communication to Customers;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
End User Computing;False;riskjourneytool change3371.xlsm;Credit Cards/Creditcard/2024-11-14 Change authentication level cards IRIS  Risk assessment MIA ISSUE10060964;2024-11-27 11:24:48
