Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Personal Data;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Contract;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Finance;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
General Risk Identification & Assessment;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
IT;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Pricing;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Stakeholder Assessment;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Risk Summary & Approval;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Model Risk;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Third-Party Data Processing;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Communication to Customers;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
End User Computing;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
Deposit Guarantee Scheme;False;riskjourneytool change3886.xlsm;KYC/Process change/2025-04-16 STP 2.0;2025-04-29 13:26:31
