Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Personal Data;True;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Contract;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Inform Supervisory Authority;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Finance;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
General Risk Identification & Assessment;True;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
IT;True;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Pricing;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Stakeholder Assessment;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Risk Summary & Approval;True;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Model Risk;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Third-Party Data Processing;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
Communication to Customers;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
End User Computing;False;riskjourneytool change3405.xlsm;Verzekeren/Z_Other/2024-11-20 Risk based approach CDD for insurance disitrbution;2025-04-15 13:40:08
