Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Personal Data;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Contract;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Inform Supervisory Authority;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Finance;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
General Risk Identification & Assessment;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
IT;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Pricing;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Stakeholder Assessment;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Risk Summary & Approval;;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Model Risk;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Third-Party Data Processing;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
Communication to Customers;True;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
End User Computing;False;riskjourneytool change3652.xlsm;Hypotheken/Execution Only Service/2025-02-14 Verhogen zonder advies  oplossen issues productreview;2025-04-24 16:44:16
