Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Personal Data;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Contract;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Inform Supervisory Authority;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Finance;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
General Risk Identification & Assessment;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
IT;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Pricing;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Stakeholder Assessment;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Risk Summary & Approval;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Model Risk;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Third-Party Data Processing;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
Communication to Customers;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
End User Computing;False;riskjourneytool change3391.xlsm;Beyond Banking/ING Punten/2024-11-18 ING Punten for minors;2025-03-24 17:04:26
