Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Personal Data;True;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Contract;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Inform Supervisory Authority;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Finance;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
General Risk Identification & Assessment;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
IT;True;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Pricing;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Stakeholder Assessment;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Risk Summary & Approval;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Model Risk;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Third-Party Data Processing;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
Communication to Customers;True;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
End User Computing;False;riskjourneytool change3727.xlsm;Payments_Giraal betvk/IDEAL (issuing en acquiring)/2025-03-10 CAR Function Ideal (acquiring);2025-04-25 10:31:35
