Module Title;Applicable;File;Folder;File date
Customer Suitability;True;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Personal Data;True;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Contract;False;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Inform Supervisory Authority;False;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Finance;True;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
General Risk Identification & Assessment;True;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
IT;True;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Pricing;True;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Stakeholder Assessment;True;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Risk Summary & Approval;True;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Model Risk;False;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Third-Party Data Processing;False;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
Communication to Customers;False;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
End User Computing;False;riskjourneytool change3803.xlsm;Sparen/New Product/2025-03-31 Kwartaal Spaarrekening for PI;2025-04-28 15:45:53
