Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Personal Data;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Contract;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Inform Supervisory Authority;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Finance;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
General Risk Identification & Assessment;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
IT;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Pricing;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Stakeholder Assessment;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Risk Summary & Approval;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Model Risk;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Third-Party Data Processing;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
Communication to Customers;True;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
End User Computing;False;riskjourneytool change3595.xlsm;Hypotheken/ILM/2025-01-30 Proactive communication to eligible customers on LTV opportunity on loan component;2025-04-01 15:03:52
