Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Personal Data;True;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Contract;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Inform Supervisory Authority;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Finance;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
General Risk Identification & Assessment;True;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
IT;True;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Pricing;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Stakeholder Assessment;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Risk Summary & Approval;True;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Model Risk;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Third-Party Data Processing;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
Communication to Customers;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
End User Computing;False;riskjourneytool change3414.xlsm;Fraud/Process change/2024-11-21 Smart Scam Warnings;2025-04-22 13:50:25
