Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Personal Data;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Contract;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Inform Supervisory Authority;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Finance;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
General Risk Identification & Assessment;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
IT;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Pricing;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Stakeholder Assessment;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Risk Summary & Approval;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Model Risk;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Third-Party Data Processing;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
Communication to Customers;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
End User Computing;False;riskjourneytool change3578.xlsm;Lenen zakelijk/Z_Other/2025-01-23 UTPBB202503;2025-04-14 15:42:26
