Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Personal Data;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Contract;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Inform Supervisory Authority;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Finance;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
General Risk Identification & Assessment;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
IT;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Pricing;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Stakeholder Assessment;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Risk Summary & Approval;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Model Risk;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Third-Party Data Processing;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
Communication to Customers;True;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
End User Computing;False;riskjourneytool change3833.xlsm;Lenen zakelijk/Z_Other/2025-04-02 Unauthorized use of obligofacilities  client letter;2025-04-24 15:38:05
