Module Title;Applicable;File;Folder;File date
Customer Suitability;True;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
General Risk Identification;True;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
Stakeholder Assessment;True;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
(Management) Processes;True;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
ESG;True;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
Risk Summary & Approval;True;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
;;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
;;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
;Value Risk Journey;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
;2025-03-11 Initial Review product;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
;Payments/Giraal betvk;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
;ING Checkout;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
;0;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
;Tribe Payments;riskjourneytool review .xlsm;Payments_Giraal betvk/ING Checkout/2025-03-11 Initial Review product;2025-04-23 15:57:19
