Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Personal Data;True;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Contract;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Inform Supervisory Authority;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Finance;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
General Risk Identification & Assessment;True;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
IT;True;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Pricing;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Stakeholder Assessment;True;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Risk Summary & Approval;True;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Model Risk;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Third-Party Data Processing;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
Communication to Customers;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
End User Computing;False;riskjourneytool change3623.xlsm;Customer IT Systems & Processes/Process change/2025-02-07 Plan ahead adjustments from private banking;2025-04-14 16:19:27
