Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
General Risk Identification;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
Stakeholder Assessment;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
(Management) Processes;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
ESG;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
Risk Summary & Approval;True;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
;;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
;;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
;Value Risk Journey;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
;2024-10-14 Complete Review product;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
;Hypotheken - WUB;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
;WUB Flexibel Krediet Hypotheek;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
;False;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
;Tribe Mortgages;riskjourneytool review .xlsm;Hypotheken - WUB/WUB Flexibel Krediet Hypotheek/2024-10-14 Complete Review product;2025-03-17 16:38:19
