Module Title;Applicable;File;Folder;File date
Customer Suitability;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Personal Data;True;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Contract;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Inform Supervisory Authority;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Finance;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
General Risk Identification & Assessment;True;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
IT;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Pricing;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Stakeholder Assessment;True;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Risk Summary & Approval;True;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Model Risk;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Third-Party Data Processing;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
Communication to Customers;True;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
End User Computing;False;riskjourneytool change3586.xlsm;Customer IT Systems & Processes/Process change/2025-01-27 Plan Ahead  Digital customer onboarding;2025-03-27 17:32:05
