Module Title;Applicable;File;Folder;File date
Customer Suitability;True;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
General Risk Identification;True;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
Stakeholder Assessment;True;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
(Management) Processes;True;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
ESG;True;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
Risk Summary & Approval;True;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
;;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
;;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
;Value Risk Journey;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
;2024-10-17 Initial Review multiple products;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
;Commercial Finance;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
;Multiple products;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
;"Debtor Finance; Inventory Finance; Non Recourse Factoring";riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
;Commercial Finance;riskjourneytool review .xlsm;Commercial Finance/Review multiple products/2024-10-17 Initial Review multiple products;2025-03-26 11:39:19
